"id","relid","year","type_of_violence","conflict_name","side_a","side_b","latitude","longitude","region","deaths_a","deaths_b","deaths_civilians","deaths_unknown"
14610,"SAF-1994-2-312-46",1994,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.715148,30.948067,"Africa",0,0,0,0
14611,"SAF-1989-2-312-14",1989,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.857896,31.029198,"Africa",0,1,0,0
14612,"SAF-1994-2-312-777",1994,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.761974,31.893293,"Africa",1,0,0,0
14613,"SAF-1994-2-312-80",1994,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.786222,31.839215,"Africa",0,1,0,0
14614,"SAF-1992-2-312-461",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.682394,31.835715,"Africa",0,0,1,0
14615,"SAF-1992-2-312-356",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.684154,27.874338,"Africa",1,0,0,0
14618,"SAF-1992-2-312-228",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.339949,28.156996,"Africa",0,1,0,0
14619,"SAF-1993-2-312-236",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.339949,28.156996,"Africa",0,0,0,0
14620,"SAF-1993-2-312-388",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.761974,31.893293,"Africa",0,0,1,0
14621,"SAF-1993-2-312-49",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.761974,31.893293,"Africa",0,0,1,0
14622,"SAF-1991-2-312-136",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.99893,30.8987,"Africa",0,1,0,0
14623,"SAF-1991-2-312-22",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.985293,30.70278,"Africa",0,0,1,0
14624,"SAF-1992-2-312-240",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.761974,31.893293,"Africa",0,0,0,1
14625,"SAF-1989-2-312-51",1989,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.675802,32.0465,"Africa",1,0,0,0
14626,"SAF-1993-2-312-288",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.761974,31.893293,"Africa",1,0,0,0
14627,"SAF-1994-2-312-174",1994,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.883333,31.466667,"Africa",0,0,0,1
14628,"SAF-1992-2-312-199",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.267812,27.858492,"Africa",0,0,1,0
14629,"SAF-1993-2-312-53",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.727294,30.357963,"Africa",1,0,0,0
14631,"SAF-1992-2-312-191",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.116667,30.85,"Africa",0,0,1,0
14632,"SAF-1992-2-312-460",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.985293,30.70278,"Africa",1,0,0,0
14633,"SAF-1990-2-312-7",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.572005,30.573607,"Africa",0,1,0,0
14636,"SAF-1991-2-312-158",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.572149,31.116818,"Africa",1,0,0,0
14639,"SAF-1989-2-312-55",1989,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.774746,30.76396,"Africa",1,0,0,0
14640,"SAF-1991-2-312-347",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.052188,30.885266,"Africa",1,0,0,0
14641,"SAF-1992-2-312-405",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.598273,32.089395,"Africa",0,1,0,0
14642,"SAF-1993-2-312-71",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.761974,31.893293,"Africa",1,0,0,0
14643,"SAF-1991-2-312-145",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.216667,30.016667,"Africa",1,0,0,0
14647,"SAF-1989-2-312-40",1989,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.568219,30.186182,"Africa",0,0,0,1
14649,"SAF-1990-2-312-217",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.102011,30.981896,"Africa",0,0,0,0
14651,"SAF-1989-2-313-105",1989,2,"Supporters of IFP - Supporters of UDF","Supporters of IFP","Supporters of UDF",-29.715148,30.948067,"Africa",0,0,0,0
14653,"SAF-1993-2-312-358",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.60049,29.865608,"Africa",0,0,1,0
14654,"SAF-1993-2-312-332",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.339949,28.156996,"Africa",0,0,0,0
14656,"SAF-1993-2-312-9922.2",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.339949,28.156996,"Africa",0,0,0,0
14657,"SAF-1993-2-312-267",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.727294,30.357963,"Africa",4,0,0,0
14658,"SAF-1991-2-312-164",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.616785,30.39278,"Africa",1,0,0,0
14663,"SAF-1990-2-312-235",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.169592,30.768039,"Africa",1,0,0,0
14666,"SAF-1992-2-312-64",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.87097,31.899608,"Africa",0,1,0,0
14667,"SAF-1990-2-312-203",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.339949,28.156996,"Africa",0,0,0,0
14669,"SAF-1989-2-313-93",1989,2,"Supporters of IFP - Supporters of UDF","Supporters of IFP","Supporters of UDF",-30.027196,29.839552,"Africa",2,0,0,0
14671,"SAF-1989-2-313-13",1989,2,"Supporters of IFP - Supporters of UDF","Supporters of IFP","Supporters of UDF",-29.800827,30.651961,"Africa",0,0,0,1
14672,"SAF-1991-2-312-29",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.116667,28.1,"Africa",0,0,0,1
14673,"SAF-1992-2-312-156",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.727294,30.357963,"Africa",0,2,0,0
14674,"SAF-1990-2-313-53",1990,2,"Supporters of IFP - Supporters of UDF","Supporters of IFP","Supporters of UDF",-29.751053,30.962036,"Africa",0,0,0,1
14675,"SAF-1994-2-312-191",1994,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.064155,30.592786,"Africa",1,0,0,0
14680,"SAF-1990-2-312-243",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.583333,29.883333,"Africa",0,0,0,0
14687,"SAF-1989-2-313-57",1989,2,"Supporters of IFP - Supporters of UDF","Supporters of IFP","Supporters of UDF",-29.751053,30.962036,"Africa",1,0,0,0
14688,"SAF-1989-2-313-75",1989,2,"Supporters of IFP - Supporters of UDF","Supporters of IFP","Supporters of UDF",-29.616785,30.39278,"Africa",0,0,1,0
14689,"SAF-1992-2-312-150",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.985293,30.70278,"Africa",1,0,0,0
14740,"SAF-1992-2-312-434",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.775417,32.054005,"Africa",1,0,0,0
14690,"SAF-1993-2-312-340",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.751053,30.962036,"Africa",1,0,0,0
14692,"SAF-1989-2-313-97",1989,2,"Supporters of IFP - Supporters of UDF","Supporters of IFP","Supporters of UDF",-29.680205,30.281568,"Africa",0,0,0,1
14698,"SAF-1994-2-312-124",1994,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.490087,32.16939,"Africa",0,0,1,0
14701,"SAF-1990-2-312-212",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.965717,30.886394,"Africa",1,0,0,0
14704,"SAF-1993-2-312-369",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.985293,30.70278,"Africa",1,0,0,0
14706,"SAF-1993-2-312-157",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.133711,31.397521,"Africa",1,0,0,0
14719,"SAF-1992-2-312-364",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.761974,31.893293,"Africa",1,0,0,0
14721,"SAF-1994-2-312-78",1994,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-27.982991,30.717694,"Africa",0,0,1,0
14723,"SAF-1992-2-312-291",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-27.982991,30.717694,"Africa",0,0,0,1
14725,"SAF-1992-2-312-402",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.985293,30.70278,"Africa",1,0,0,0
14729,"SAF-1991-2-312-318",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.866667,30.266667,"Africa",0,1,0,0
14731,"SAF-1994-2-312-24",1994,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.01269,29.866194,"Africa",1,0,0,0
14732,"SAF-1993-2-312-354",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.328164,31.289537,"Africa",1,0,0,0
14733,"SAF-1992-2-312-256",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.727294,30.357963,"Africa",1,0,0,0
14734,"SAF-1989-2-312-60",1989,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.443178,30.552535,"Africa",0,0,1,0
14736,"SAF-1991-2-312-307",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.568219,30.186182,"Africa",0,0,1,0
14737,"SAF-1990-2-312-287",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.616785,30.39278,"Africa",0,1,0,0
14738,"SAF-1989-2-312-33",1989,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.751053,30.962036,"Africa",1,0,0,0
14739,"SAF-1991-2-312-254",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.866667,30.266667,"Africa",1,0,0,0
14745,"SAF-1993-2-312-356",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.734008,30.392547,"Africa",1,0,0,0
14748,"SAF-1990-2-312-180",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.800827,30.651961,"Africa",1,0,0,0
14749,"SAF-1992-2-312-295",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.953171,31.75945,"Africa",1,0,0,0
14750,"SAF-1995-2-312-40",1995,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.965717,30.886394,"Africa",0,0,0,0
14754,"SAF-1992-2-312-188",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.490741,30.630388,"Africa",1,0,0,0
14755,"SAF-1994-2-312-153",1994,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.727294,30.357963,"Africa",0,1,0,0
14760,"SAF-1992-2-312-468",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.761974,31.893293,"Africa",1,0,0,0
14762,"SAF-1991-2-312-129",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.911648,30.254667,"Africa",1,0,0,0
14763,"SAF-1993-2-312-392",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.026278,29.774451,"Africa",0,0,0,0
14765,"SAF-1992-2-312-355",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.328164,31.289537,"Africa",0,0,0,0
14766,"SAF-1993-2-312-204",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.727294,30.357963,"Africa",1,0,0,0
14768,"SAF-1990-2-312-61",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.339949,28.156996,"Africa",0,0,0,0
14770,"SAF-1995-2-312-39",1995,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.965717,30.886394,"Africa",0,0,0,0
14773,"SAF-1993-2-312-33",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.205171,28.049815,"Africa",1,0,0,0
14780,"SAF-1992-2-312-145",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.993414,30.839817,"Africa",2,0,0,0
14781,"SAF-1993-2-312-245",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.993414,30.839817,"Africa",1,0,0,0
14782,"SAF-1992-2-312-154",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.87097,31.899608,"Africa",0,0,0,1
14783,"SAF-1993-2-312-206",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.01269,29.866194,"Africa",1,0,0,0
14790,"SAF-1991-2-312-225",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.805,30.335,"Africa",1,0,0,0
14792,"SAF-1992-2-312-135",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.751053,30.962036,"Africa",0,0,0,1
14793,"SAF-1993-2-312-330",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.87097,31.899608,"Africa",0,0,0,0
14794,"SAF-1992-2-312-225",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.993414,30.839817,"Africa",0,0,1,0
14796,"SAF-1993-2-312-221",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.95,30.133333,"Africa",0,1,0,0
14798,"SAF-1994-2-312-146",1994,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.761974,31.893293,"Africa",1,0,0,0
15139,"SAF-1990-2-312-35",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.205171,28.049815,"Africa",0,0,0,0
15142,"SAF-1991-2-312-196",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.216667,30.016667,"Africa",0,0,0,1
15144,"SAF-1993-2-312-333",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.985293,30.70278,"Africa",1,0,0,0
15145,"SAF-1990-2-313-11",1990,2,"Supporters of IFP - Supporters of UDF","Supporters of IFP","Supporters of UDF",-29.985293,30.70278,"Africa",0,1,0,0
15148,"SAF-1994-2-312-39",1994,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.052188,30.885266,"Africa",0,0,1,0
15149,"SAF-1991-2-312-28",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.116667,28.1,"Africa",0,0,0,0
15150,"SAF-1993-2-312-999.3",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.339949,28.156996,"Africa",0,0,0,0
15151,"SAF-1993-2-312-199",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.761974,31.893293,"Africa",0,0,1,0
15153,"SAF-1991-2-312-113",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.9,30.25,"Africa",23,0,0,0
15155,"SAF-1990-2-312-216",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.812919,30.636458,"Africa",0,2,0,0
15157,"SAF-1990-2-312-206",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.616785,30.39278,"Africa",1,0,0,0
15159,"SAF-1993-2-312-141",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.01269,29.866194,"Africa",0,1,0,0
15164,"SAF-1992-2-312-27",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.295754,28.400089,"Africa",0,0,0,0
15165,"SAF-1992-2-312-436",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.169592,30.768039,"Africa",1,0,0,0
15166,"SAF-1992-2-312-247",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.121849,30.745907,"Africa",0,1,0,0
15167,"SAF-1991-2-312-104",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.55898,27.844094,"Africa",0,40,0,0
15199,"SAF-1994-2-312-142",1994,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.205171,28.049815,"Africa",1,0,0,0
15168,"SAF-1990-2-312-150",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.418267,26.836559,"Africa",1,0,0,0
15172,"SAF-1990-2-312-136",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.616785,30.39278,"Africa",0,1,0,0
15183,"SAF-1991-2-312-235",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.616785,30.39278,"Africa",1,0,0,0
15190,"SAF-1991-2-312-93",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.267812,27.858492,"Africa",0,0,0,0
15191,"SAF-1994-2-312-98",1994,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.328164,31.289537,"Africa",1,0,0,0
15195,"SAF-1993-2-312-35",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.761974,31.893293,"Africa",1,0,0,0
15200,"SAF-1994-2-312-210",1994,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.064155,30.592786,"Africa",1,0,0,0
15201,"SAF-1994-2-312-136",1994,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.366667,28.066667,"Africa",0,0,0,5
15209,"SAF-1993-2-312-80",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.205171,28.049815,"Africa",1,0,0,0
15211,"SAF-1991-2-312-260",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.993414,30.839817,"Africa",1,0,0,0
15215,"SAF-1990-2-312-16",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.845725,30.825797,"Africa",1,0,0,0
15216,"SAF-1990-2-313-37",1990,2,"Supporters of IFP - Supporters of UDF","Supporters of IFP","Supporters of UDF",-29.985293,30.70278,"Africa",1,0,0,0
15218,"SAF-1992-2-312-101",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.768267,30.913043,"Africa",1,0,0,0
15219,"SAF-1992-2-312-324",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.812919,30.636458,"Africa",0,1,0,0
15221,"SAF-1992-2-312-23",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.741369,30.454992,"Africa",0,1,0,0
15223,"SAF-1993-2-312-83",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.616785,30.39278,"Africa",1,0,0,0
15225,"SAF-1990-2-312-30",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.366667,28.066667,"Africa",0,0,0,17
15227,"SAF-1990-2-312-253",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.761974,31.893293,"Africa",1,0,0,0
15230,"SAF-1994-2-312-189",1994,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.731223,29.351867,"Africa",0,1,0,0
15231,"SAF-1992-2-312-386",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.749878,31.838021,"Africa",1,0,0,0
15232,"SAF-1992-2-312-306",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.761974,31.893293,"Africa",1,0,0,0
15241,"SAF-1993-2-312-312",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.133333,31.4,"Africa",0,0,0,0
15244,"SAF-1994-2-312-176",1994,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.872893,30.27633,"Africa",1,0,0,0
15258,"SAF-1990-2-312-238",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.1571,30.0646,"Africa",0,1,0,0
15259,"SAF-1992-2-312-32",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.805932,29.76729,"Africa",1,0,0,0
15261,"SAF-1992-2-312-397",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.116667,28.1,"Africa",0,0,0,1
15262,"SAF-1990-2-312-165",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.985293,30.70278,"Africa",1,0,0,0
15274,"SAF-1993-2-312-27",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.965717,30.886394,"Africa",0,0,1,0
15275,"SAF-1991-2-312-21",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.965717,30.886394,"Africa",0,0,0,1
18365,"SAF-1990-2-312-50",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.812919,30.636458,"Africa",0,0,1,0
15290,"SAF-1993-2-312-25",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.965717,30.886394,"Africa",1,0,0,0
15306,"SAF-1990-2-312-280",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.55898,27.844094,"Africa",0,0,0,6
15313,"SAF-1994-2-312-227",1994,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.267812,27.858492,"Africa",0,0,0,0
17825,"SAF-1993-2-312-398",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-25.706944,28.229444,"Africa",0,0,0,0
17826,"SAF-1990-2-312-63",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.616785,30.39278,"Africa",0,0,1,0
17827,"SAF-1993-2-312-366",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.339949,28.156996,"Africa",0,0,0,0
17830,"SAF-1989-2-312-30",1989,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.751053,30.962036,"Africa",0,1,0,0
14799,"SAF-1993-2-312-188",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.761974,31.893293,"Africa",0,1,0,0
17833,"SAF-1991-2-312-9939.2",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.116667,28.1,"Africa",0,0,0,0
17834,"SAF-1992-2-312-171",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.116667,28.1,"Africa",0,0,0,1
17837,"SAF-1991-2-312-63",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.116667,28.1,"Africa",0,0,0,0
17840,"SAF-1991-2-312-234",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.58602,31.040987,"Africa",0,1,0,0
17841,"SAF-1990-2-312-187",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.339949,28.156996,"Africa",0,0,0,28
17871,"SAF-1990-2-312-285",1990,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.357449,28.207561,"Africa",0,0,0,1
17842,"SAF-1992-2-312-9923.2",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.116667,28.1,"Africa",0,0,0,0
17845,"SAF-1989-2-313-63",1989,2,"Supporters of IFP - Supporters of UDF","Supporters of IFP","Supporters of UDF",-29.75,30.666667,"Africa",0,0,0,40
17846,"SAF-1989-2-313-45",1989,2,"Supporters of IFP - Supporters of UDF","Supporters of IFP","Supporters of UDF",-29.715148,30.948067,"Africa",0,0,1,0
17848,"SAF-1989-2-313-42",1989,2,"Supporters of IFP - Supporters of UDF","Supporters of IFP","Supporters of UDF",-29.616667,30.383333,"Africa",0,0,0,10
17849,"SAF-1992-2-312-126",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.965717,30.886394,"Africa",0,0,0,1
17853,"SAF-1992-2-312-345",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.87097,31.899608,"Africa",1,0,0,0
17854,"SAF-1993-2-312-280",1993,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.761974,31.893293,"Africa",1,0,0,0
17094,"SAF-1992-2-312-352",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-28.749878,31.838021,"Africa",1,0,0,0
17857,"SAF-1991-2-312-210",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-30.727294,30.357963,"Africa",0,1,0,0
17872,"SAF-1992-2-312-411",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.026278,29.774451,"Africa",1,0,0,0
17861,"SAF-1994-2-312-53",1994,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-27.745481,30.035962,"Africa",0,0,0,8
17862,"SAF-1992-2-312-351",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-25.706944,28.229444,"Africa",0,0,0,0
17863,"SAF-1991-2-312-141",1991,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-29.866667,30.266667,"Africa",1,0,0,0
17864,"SAF-1992-2-312-273",1992,2,"Supporters of ANC - Supporters of IFP","Supporters of ANC","Supporters of IFP",-26.116667,28.1,"Africa",1,0,0,0
